City,Census URL,County,State,Type,"American Indian- and Alaska Native-owned firms, percent, 2007  ","Persons per household, 2008-2012  ","Foreign born persons, percent, 2008-2012  ","Persons under 18 years, percent, 2010  ","Black or African American alone, percent, 2010 (a)  ","Median value of owner-occupied housing units, 2008-2012  ","Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007  ","Housing units in multi-unit structures, percent, 2008-2012  ","Households, 2008-2012  ","White alone, percent, 2010 (a)  ","Veterans, 2008-2012  ","High school graduate or higher, percent of persons age 25+, 2008-2012  ","Hispanic-owned firms, percent, 2007  ","Population, 2010  ",FIPS Code  ,"Total number of firms, 2007  ","Persons below poverty level, percent, 2008-2012  ","Persons under 5 years, percent, 2010  ","Two or More Races, percent, 2010  ","Persons 65 years and over, percent,  2010  ","Manufacturers shipments, 2007 ($1000)  ","Population, percent change, April 1, 2010 to July 1, 2012  ","Persons per square mile, 2010  ","Merchant wholesaler sales, 2007 ($1000)  ","Women-owned firms, percent, 2007  ","Asian-owned firms, percent, 2007  ","Homeownership rate, 2008-2012  ","Retail sales, 2007 ($1000)  ","Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)  ","Black-owned firms, percent, 2007  ","Living in same house 1 year & over, percent, 2008-2012  ","Housing units, 2010  ","Population, percent change, April 1, 2010 to July 1, 2013  ","Hispanic or Latino, percent, 2010 (b)  ","Retail sales per capita, 2007  ","American Indian and Alaska Native alone, percent, 2010 (a)  ","Language other than English spoken at home, pct age 5+, 2008-2012  ","Population, 2012 estimate  ","Population, 2013 estimate  ","Per capita money income in past 12 months (2012 dollars), 2008-2012  ","Asian alone, percent, 2010 (a)  ","Bachelor's degree or higher, percent of persons age 25+, 2008-2012  ","Mean travel time to work (minutes), workers age 16+, 2008-2012  ","White alone, not Hispanic or Latino, percent, 2010  ","Median household income, 2008-2012  ","Female persons, percent, 2010  ","Population, 2010 (April 1) estimates base  ","Accommodation and food services sales, 2007 ($1000)  ","Land area in square miles, 2010  "
Wayne ,http://quickfacts.census.gov/qfd/states/31/3151840.html,Wayne County,Nebraska,city,F,2.29,3.6,15.5,2.1,99000,F,26.6,1883,93.2,423,94.4,F,5660,51840,554,21.9,4.6,1.4,12.4,0,-1.5,2564.6,34891,S,F,64.3,64056,0.2,F,71.4,2082,-2.1,4.8,12185,0.5,5.4,5577,5543,19418,0.7,44.4,13.2,90.8,40029,50.8,5664,D,2.21
Halawa ,http://quickfacts.census.gov/qfd/states/15/1510000.html,Honolulu County,Hawaii,CDP,F,3.31,24.8,21,1.5,593400,12.1,31.5,4155,12.3,1490,90,F,14014,10000,1203,10.2,5.7,21.5,17.2,0,X,5913.1,104590,29.3,59.4,64.5,21701,12.2,F,88.2,4354,X,7.5,NA,0.1,34.2,X,X,28700,51.6,24.8,25.6,11,78505,50.2,X,15439,2.37
Pinehurst ,http://quickfacts.census.gov/qfd/states/25/2553680.html,Middlesex County,Massachusetts,CDP,F,3.03,9.3,25.5,1.3,347700,F,2.6,2417,88.8,391,93.8,F,7152,53680,F,3.8,6.1,1.5,12.2,0,X,1917.9,0,F,F,96.7,0,Z,F,92.5,2429,X,2.3,NA,0.2,10.9,X,X,34337,7.5,25.2,27.8,87.4,102148,50.4,X,0,3.73
McLean ,http://quickfacts.census.gov/qfd/states/51/5148376.html,Fairfax County,Virginia,CDP,F,2.81,22.1,26.9,1.8,895500,F,6,17106,79.3,3726,98.4,2.4,48115,48376,6014,2.4,5.5,3,17,0,X,1941.1,168978,27.6,9.2,86.7,320104,Z,S,91.3,17756,X,4.9,NA,0.1,27.5,X,X,90445,14.9,81.2,28.3,75.4,179066,51.8,X,D,24.79
Alafaya ,http://quickfacts.census.gov/qfd/states/12/1200410.html,Orange County,Florida,CDP,F,3.03,18.9,26.5,10.4,215800,F,23.8,27098,71.5,4209,94.7,F,78113,410,F,11.1,6.8,4,5.7,0,X,2057.8,0,F,F,66.7,0,0.1,F,80.3,30012,X,32.6,NA,0.3,37.8,X,X,27216,6.8,42.1,30,48.9,64530,50.9,X,0,37.96
New Holland ,http://quickfacts.census.gov/qfd/states/42/4253696.html,Lancaster County,Pennsylvania,borough,F,2.37,9.7,21.9,3.1,169100,F,34.6,2267,88,350,84.8,S,5378,53696,517,12.4,6.6,2.4,17.7,778567,0.6,2767.9,77093,S,F,58.9,243216,Z,F,82.6,2341,0.7,8.2,47135,0.3,15.5,5408,5417,26252,3.1,18.7,20.4,84.2,53218,51.7,5378,3809,1.94
Clemmons ,http://quickfacts.census.gov/qfd/states/37/3712960.html,Forsyth County,North Carolina,village,F,2.59,9.9,26.5,6.7,213300,F,20.1,7108,83.2,1423,93.5,S,18627,12960,2269,8.9,6.5,1.5,14.6,D,2.5,1577.2,126919,22,S,76.3,170137,Z,S,91.3,8046,3.8,8.4,9922,0.3,14.3,19097,19329,32317,3.7,45.9,20.5,79.8,65344,52.3,18623,45438,11.81
Vinings ,http://quickfacts.census.gov/qfd/states/13/1379612.html,Cobb County,Georgia,CDP,F,1.75,11.4,13.5,28.1,376700,F,69.3,5315,63.5,683,92.9,F,9734,79612,1738,6.4,4.5,2.3,9.5,0,X,3110.9,D,S,6.7,32.3,240144,0.1,S,66.2,6259,X,5.2,NA,0.2,13,X,X,56785,4.2,62.1,22.9,60.7,58008,53.2,X,65910,3.13
Amherst Center ,http://quickfacts.census.gov/qfd/states/25/2501360.html,Hampshire County,Massachusetts,CDP,F,2.28,10.7,5.3,5.5,353100,F,52.1,2616,78.9,231,95.7,F,19065,1360,F,30.5,1.2,3.8,5.9,0,X,3858.5,0,F,F,41.2,0,Z,F,66.4,3281,X,6.6,NA,0.2,10.3,X,X,12117,9.5,68.4,18.3,75.6,47111,52.1,X,0,4.94
Holland ,http://quickfacts.census.gov/qfd/states/26/2638640.html,Allegan County,Michigan,city,1.2,2.59,11.4,24,3.6,123000,F,30.6,11451,80,1521,84.5,3.6,33051,38640,2829,20.5,7.4,3.4,13.7,2669053,0.8,1992.3,440752,18.8,F,66.2,509083,0.1,4.3,72,13212,1.3,22.7,14933,0.6,22.6,33323,33481,20397,3,30,15.9,68.9,42138,52.5,33051,68320,16.59
Burton ,http://quickfacts.census.gov/qfd/states/45/4510360.html,Beaufort County,South Carolina,CDP,F,2.65,4.3,26.4,43.1,128800,F,10,2356,48.1,803,90.2,F,6976,10360,312,10.2,8.8,2.7,9.1,0,X,817.2,22170,8.7,F,63.5,282055,0.2,S,77.8,3051,X,9.9,NA,0.4,7.4,X,X,20791,1.3,15,20,43.6,43059,51.4,X,8876,8.54
Watsonville ,http://quickfacts.census.gov/qfd/states/06/0683668.html,Santa Cruz County,California,city,S,3.67,41.3,31.5,0.7,333500,F,30.2,13754,43.7,1344,53.6,36,51199,83668,3110,21.1,9.5,4.4,8.3,459371,1.3,7656.5,1081908,32.6,7.5,44.6,1540445,0.1,S,86.4,14089,2.5,81.4,31174,1.2,74.1,51887,52477,16541,3.3,10.5,22,13.7,46603,50.2,51199,69389,6.69
Madison Heights ,http://quickfacts.census.gov/qfd/states/26/2650560.html,Oakland County,Michigan,city,2.2,2.33,17.2,20.4,6.4,96600,F,24.7,12751,83.9,2167,83.1,F,29694,50560,2686,17.2,6.1,2.7,13.9,872813,1.2,4189.9,965840,22.4,6.6,63.9,891480,0.1,S,84.7,13685,1.8,2.5,30170,0.5,20.4,30048,30226,22337,5.8,21.6,22.8,82.3,41074,50.9,29694,79737,7.09
Freeland ,http://quickfacts.census.gov/qfd/states/26/2630540.html,Saginaw County,Michigan,CDP,F,2.7,1.2,23.3,12.5,157800,F,5.9,2121,84.7,426,89.1,F,6969,30540,F,5.1,6.1,1.2,8.3,0,X,1058.5,0,F,F,84.5,0,Z,F,84.7,2096,X,2.9,NA,0.5,3.3,X,X,23944,0.6,28.3,21.7,82.6,67225,40.1,X,0,6.58
Mount Clemens ,http://quickfacts.census.gov/qfd/states/26/2655820.html,Macomb County,Michigan,city,F,2.11,2.2,20.6,24.8,88400,F,34.7,7032,70,1173,81.3,F,16314,55820,1757,21.2,6.2,3.6,13,D,0.1,4009.3,70824,29.4,S,60,184528,Z,7.8,81.2,7582,0.5,2.9,10986,0.3,3.9,16335,16399,22054,0.5,16.9,24.7,68.3,34420,48.5,16314,42429,4.07
Napili-Honokowai ,http://quickfacts.census.gov/qfd/states/15/1554100.html,Maui County,Hawaii,CDP,F,2.32,16.9,20.7,0.9,431000,S,77.8,2647,52.9,279,93.7,F,7261,54100,657,3.2,6.7,13.6,9,0,X,2752.5,D,37.1,13.9,41.2,32077,6.3,F,82,4284,X,14.1,NA,0.4,24.3,X,X,33813,19.9,27.8,13.9,47.1,61426,48.9,X,30672,2.64
Carrizo Springs ,http://quickfacts.census.gov/qfd/states/48/4812988.html,Dimmit County,Texas,city,F,2.84,7.5,31.9,1.3,55900,F,11.9,1868,87,303,60.9,S,5368,12988,688,30.2,8.7,1.8,13.7,0,5.1,1737.2,D,29.4,F,68.6,63488,0,F,84.6,2102,9.4,89.6,11947,0.4,76,5641,5870,16750,0.7,6.9,17.9,8.3,35152,52.8,5368,8259,3.09
Auburn ,http://quickfacts.census.gov/qfd/states/23/2302060.html,Androscoggin County,Maine,city,F,2.23,3.2,22.1,2.5,162700,F,42.1,10071,93.7,2148,90.1,F,23055,2060,2876,13,6.1,2.1,15.2,1107807,-0.2,388.6,168847,20.3,F,59.6,870003,Z,F,82.9,11016,-0.3,1.5,37800,0.4,12.2,23003,22987,27267,0.9,25.8,20.1,92.8,44118,51.7,23052,70710,59.33
Paradise ,http://quickfacts.census.gov/qfd/states/32/3254600.html,Clark County,Nevada,CDP,0.3,2.48,25.1,21.6,8.9,168900,0.2,53.2,88230,59.8,16441,83.4,7.6,223167,54600,20926,15.1,6.5,5.5,11.1,1441568,X,4777,3714690,24.6,8.9,43,5451738,1,3,75.8,114296,X,31.2,NA,0.8,35.3,X,X,25190,9.5,20.9,21.6,46.3,47830,48.2,X,15707668,46.72
Newmarket ,http://quickfacts.census.gov/qfd/states/33/3352260.html,Rockingham County,New Hampshire,CDP,F,2.35,8.8,18,1.3,236600,F,58.8,2262,91.2,398,91.9,F,5297,52260,F,13.6,6.4,2.3,7.7,0,X,2746,0,F,F,42.4,0,0.1,F,69.5,2594,X,2.9,NA,0.3,13.7,X,X,26953,4,35.9,26.2,89.5,52271,50.5,X,0,1.93
Sedro-Woolley ,http://quickfacts.census.gov/qfd/states/53/5363210.html,Skagit County,Washington,city,S,2.52,7.7,27.3,0.3,213900,F,24.8,4114,86.1,1061,88.7,F,10540,63210,722,13,7.7,3.3,12.7,D,0.3,2767.1,D,24.7,S,58.8,94172,Z,F,81.6,4303,0.5,14,8817,1.9,12.1,10623,10645,23339,1.4,14.6,23.4,80.4,50486,51.7,10594,15171,3.81
Montgomeryville ,http://quickfacts.census.gov/qfd/states/42/4250672.html,Montgomery County,Pennsylvania,CDP,F,2.81,13.1,25.3,4.5,320700,F,5.9,4524,79,725,95.5,F,12624,50672,F,1.9,6.6,1.4,10.9,0,X,2654.9,0,F,F,95.3,0,0,F,91.2,4560,X,2.3,NA,0.1,18.3,X,X,42454,14.6,55,31.4,77.5,105769,51,X,0,4.76
Fort Pierce South ,http://quickfacts.census.gov/qfd/states/12/1224387.html,St. Lucie County,Florida,CDP,F,2.9,21.5,27.7,15.9,85200,F,18.7,1710,65.4,225,73.9,S,5062,24387,573,15.4,7.5,3,12.8,0,X,1791.9,36895,29.7,F,73.7,20180,0.1,F,92.2,2032,X,31.3,NA,0.5,35.8,X,X,14504,0.8,16.1,19.6,50.1,30062,50.7,X,D,2.83
Clemson ,http://quickfacts.census.gov/qfd/states/45/4514950.html,Anderson County,South Carolina,city,F,2.33,11.4,13.8,10.3,193100,F,47.8,5823,79.1,889,96.9,F,13905,14950,1025,37,3.7,1.6,11.6,0,1.3,1869,1499,31,S,47.9,95118,Z,S,63.7,6636,2.2,2.2,7449,0.1,10.7,14146,14276,23025,8.1,63.3,17,77.8,29828,47.2,13962,60952,7.44
American Canyon ,http://quickfacts.census.gov/qfd/states/06/0601640.html,Napa County,California,city,S,3.54,31.3,28.3,7.9,337900,F,7.9,5357,38.9,1231,85.1,8.1,19454,1640,1244,7.4,6.9,6.6,9.6,D,2.7,4021.9,252722,32.7,S,77.3,176668,0.9,S,88.5,5982,3.9,25.7,10914,0.7,45.3,19982,20208,28207,32.9,32.1,32.5,28.5,83609,51,19454,15449,4.84
Robinwood ,http://quickfacts.census.gov/qfd/states/24/2467000.html,Washington County,Maryland,CDP,F,2.67,9.3,25.3,10.5,288700,F,33.8,2880,80,632,92.8,F,6918,67000,F,9.7,7,3,15.8,0,X,1792.7,0,F,F,45.8,0,Z,F,74.7,3044,X,5.4,NA,0.2,15.6,X,X,30683,4.8,29.3,31.5,76.7,67045,51.9,X,0,3.86
Alexandria ,http://quickfacts.census.gov/qfd/states/27/2700928.html,Douglas County,Minnesota,city,F,1.93,2,19.1,0.8,153500,F,39.5,5598,96.3,1051,88.4,F,11070,928,1454,18.7,6.4,1.4,22,599415,4.5,693.5,328400,19.4,F,52.8,525225,Z,F,75,5821,4.6,1.5,44727,0.4,3.2,11563,11580,22246,0.7,25.4,16.1,95.4,36211,51.7,11070,37213,15.96
Acworth ,http://quickfacts.census.gov/qfd/states/13/1300408.html,Cobb County,Georgia,city,F,2.63,19.7,28.2,25.6,164400,F,17.3,7740,62.5,1302,88.2,S,20425,408,2486,9.9,7.9,3.1,8.2,0,3.8,2477.6,19276,22.9,F,71.3,341150,0.1,S,83.5,8360,5.1,12.4,17590,0.3,26.5,21212,21476,24376,3.5,31.5,33.4,56.3,54529,52.4,20439,47642,8.24
Eucalyptus Hills ,http://quickfacts.census.gov/qfd/states/06/0623000.html,San Diego County,California,CDP,F,3.09,8.7,26,3.7,370100,F,19.2,1706,85.9,614,91.8,F,5313,23000,F,5.6,9.3,4,12.7,0,X,1116.4,0,F,F,67.6,0,0.1,F,82.2,1900,X,14.7,NA,1.1,14.3,X,X,27901,1.6,29.2,28.5,76.6,68596,49.3,X,0,4.76
Oregon City ,http://quickfacts.census.gov/qfd/states/41/4155200.html,Clackamas County,Oregon,city,F,2.6,5.4,25.5,0.6,268000,F,23.8,11992,91.1,2464,92.3,S,31859,55200,2714,13.5,6.7,3.1,11.2,243513,2.7,3518.8,109494,34.6,S,62.8,395846,0.2,F,80.6,12900,6.1,7.3,12770,0.9,8.9,33538,34622,25696,1.7,22.3,26.6,87,57039,50.7,32641,57338,9.05
Summerside ,http://quickfacts.census.gov/qfd/states/39/3975434.html,Clermont County,Ohio,CDP,F,2.47,1.6,24.8,1.2,124000,F,23.1,2140,94.6,327,91,F,5083,75434,240,16.8,8.1,1.7,11,0,X,2435.6,D,S,F,71.3,D,0,F,88.1,2188,X,2.1,D,0.3,4.5,X,X,24509,1.4,21.2,25.3,93.6,51225,53.4,X,D,2.09
Seaford ,http://quickfacts.census.gov/qfd/states/36/3666058.html,Nassau County,New York,CDP,F,2.89,6.8,23.3,0.5,452200,F,6.9,5251,95.4,860,93.5,F,15294,66058,F,1.9,5.2,1.1,14.5,0,X,5857.5,0,F,F,90.3,0,0,F,95.2,5395,X,5,NA,0.1,8,X,X,41781,2.2,36.7,31.6,91.4,102630,51.3,X,0,2.61
Ankeny ,http://quickfacts.census.gov/qfd/states/19/1902305.html,Polk County,Iowa,city,F,2.56,2.9,27.7,1.2,174000,F,17.7,17652,94.7,2914,97.4,F,45582,2305,3958,5.6,9.2,1.3,8.3,1178059,7.7,1554.2,1118306,29.4,S,78.5,755539,0.1,F,83.8,18339,13.1,2.3,18619,0.1,4.7,49099,51567,32652,2,47.2,21.1,93.2,73622,51,45580,70197,29.33
Forest Glen ,http://quickfacts.census.gov/qfd/states/24/2428640.html,Montgomery County,Maryland,CDP,F,2.41,30.6,22.1,17.1,425200,F,42.8,2801,59.1,428,84.8,S,6582,28640,948,7.1,8.1,5.1,12.7,0,X,6384.1,0,30.9,S,58.4,10328,0,19.3,83.3,2732,X,19.4,NA,0.4,39,X,X,40063,10.2,56.8,34.3,50.2,75111,53.1,X,D,1.03
Glenshaw ,http://quickfacts.census.gov/qfd/states/42/4229800.html,Allegheny County,Pennsylvania,CDP,F,2.34,1.5,19.9,0.7,148600,F,4.4,3740,97.7,979,94.2,F,8981,29800,F,3,4.8,0.7,20.1,0,X,2896.2,0,F,F,95.7,0,Z,F,94.4,3788,X,0.7,NA,Z,4.6,X,X,32778,0.7,34.9,24.9,97.2,70425,51.4,X,0,3.1
Druid Hills ,http://quickfacts.census.gov/qfd/states/13/1324264.html,DeKalb County,Georgia,CDP,F,2.23,14.3,14,7.7,489800,F,38,4474,78.3,430,98.1,F,14568,24264,1143,12.5,3.5,2.2,8.6,0,X,3487.7,D,40.4,F,59.3,24392,Z,F,68.1,5420,X,2.9,NA,0.2,16.3,X,X,46616,11,81.8,21.6,76.2,80190,52.1,X,18961,4.18
Uniontown ,http://quickfacts.census.gov/qfd/states/42/4278528.html,Fayette County,Pennsylvania,city,F,2.32,1.4,22,18.1,72300,F,35.5,4279,77.4,869,82.5,F,10372,78528,933,30.3,6.1,3.4,16.7,0,-1.2,5081.8,30808,17.4,S,47.3,333397,Z,F,86.1,5173,-1.8,1.4,28605,0.3,3.8,10247,10182,21906,0.5,16.3,17.9,76.7,29951,53.2,10372,22738,2.04
Oak Hills ,http://quickfacts.census.gov/qfd/states/06/0652760.html,San Bernardino County,California,CDP,F,3.29,11.3,27.4,3,262000,F,0,2677,76.5,752,82.9,F,8879,52760,F,6.8,5.7,3.3,9.6,0,X,364,0,F,F,87.9,0,0.3,F,93.6,2976,X,30.6,NA,1.1,29.9,X,X,28524,2.5,17.4,45,61.7,73125,49.4,X,0,24.39
Menominee ,http://quickfacts.census.gov/qfd/states/26/2653020.html,Menominee County,Michigan,city,F,2.1,0.6,21.8,0.4,77000,F,20.4,4051,96.7,1012,89.1,F,8599,53020,798,21.3,5.6,1.2,18.3,365495,-1.2,1669.1,116929,S,F,71.4,97752,Z,F,84.4,4456,-1.2,1.4,11749,0.9,3.6,8492,8494,19872,0.5,13.6,14.8,95.8,35646,51.3,8599,13692,5.15
Hagerstown ,http://quickfacts.census.gov/qfd/states/24/2436075.html,Washington County,Maryland,city,S,2.39,7.2,25.8,15.5,166100,F,38.5,16399,75.8,3318,81.2,S,39662,36075,3551,23.8,8.7,5.1,12.3,1434875,2,3364.9,141506,S,S,42.2,1059112,0.1,S,75.5,18682,2.2,5.6,26783,0.3,10,40518,40612,20448,1.3,15.2,23.6,73.4,37289,52.7,39726,113936,11.79
American Fork ,http://quickfacts.census.gov/qfd/states/49/4901310.html,Utah County,Utah,city,F,3.54,3.4,37.7,0.4,223800,F,13.3,7375,92.6,1257,93.5,S,26263,1310,2754,9.8,10.6,2.4,8.7,202208,3.3,2853.7,160000,S,F,74.2,724238,0.5,F,85.1,7598,5.2,7.4,27237,0.5,6.3,27307,27813,21277,0.9,33.6,21.4,88.8,66504,49.9,26439,48142,9.2
Lansdowne ,http://quickfacts.census.gov/qfd/states/24/2445650.html,Baltimore County,Maryland,CDP,F,2.97,7.1,28.6,23.9,180500,F,24.6,3136,67,495,68.3,F,8409,45650,F,22.7,9.5,3,11,0,X,3694.6,0,F,F,49.2,0,0,F,75.8,3255,X,7.7,NA,0.2,8.8,X,X,17654,2.1,8.2,25.3,63.5,45813,53.4,X,0,2.28
Poinciana ,http://quickfacts.census.gov/qfd/states/12/1257900.html,Osceola County,Florida,CDP,F,3.17,20,29.3,24.5,136800,F,3.7,17176,56.4,3156,83.4,57,53193,57900,1725,20.2,7,5,13.2,0,X,740.1,D,S,F,76.8,140588,0.2,S,82.2,21318,X,51.2,NA,0.7,52.8,X,X,17371,1.8,18.6,41.5,22.6,42487,51.9,X,7075,71.88
Hales Corners ,http://quickfacts.census.gov/qfd/states/55/5532075.html,Milwaukee County,Wisconsin,village,F,2.38,2.7,20.8,1,234200,F,32.7,3200,94.7,575,91.9,F,7692,32075,668,6.6,5,1.2,18.5,0,0.6,2396.3,D,22.2,F,64,225809,Z,F,90.6,3505,0.8,4.3,29751,0.5,3.9,7744,7757,32967,1.7,35.1,20.2,91.6,63785,52.4,7695,23137,3.21
New Brighton ,http://quickfacts.census.gov/qfd/states/27/2745430.html,Ramsey County,Minnesota,city,F,2.35,10.7,21.1,6.6,223500,F,35.1,8927,81.9,1371,94.1,F,21456,45430,1957,12.7,6.3,2.7,17.7,484427,2,3321.4,612505,28.7,1.8,64.3,152709,Z,F,82.3,9479,2.9,4.4,7091,0.4,14.3,21885,22073,32254,6.1,42.3,21.6,80.1,60083,51.7,21456,19496,6.46
Milton ,http://quickfacts.census.gov/qfd/states/53/5346020.html,King County,Washington,city,F,2.36,6.9,23.4,3.1,240700,F,30.4,3004,82.9,674,93.7,S,6968,46020,735,7.2,6.5,5.2,12,0,1.2,2778.3,7093,20.8,7.8,56.8,107870,0.8,F,82.1,3081,1.5,5.4,17984,1.2,10.2,7216,7239,32222,5.1,20.6,25.2,80.2,62730,52.3,7129,13710,2.51
Aurora ,http://quickfacts.census.gov/qfd/states/17/1703012.html,DuPage County,Illinois,city,1,3.13,25.4,31.6,10.7,194300,F,25.7,62286,59.7,6935,77.3,12.5,197899,3012,11359,13.6,9.1,3.3,6.5,4331008,0.9,4404,7694209,34.2,8.2,69,2148071,Z,11.1,85.6,67273,1,41.3,12710,0.5,44,199701,199963,26091,6.7,30.9,29,39.9,62589,50.4,197952,211868,44.94
Selah ,http://quickfacts.census.gov/qfd/states/53/5363280.html,Yakima County,Washington,city,F,2.69,12.2,29.6,0.5,182800,F,22.9,2608,85.8,445,84.7,F,7147,63280,604,20.6,8.2,3.1,10.1,148117,2.2,1610.4,4823,S,F,58.1,56692,0.2,F,85.4,2759,3.1,16.4,8117,1.3,21.1,7332,7398,23013,0.7,26.1,20.7,79.5,52354,51.8,7176,7218,4.44
Nevada ,http://quickfacts.census.gov/qfd/states/19/1955695.html,Story County,Iowa,city,F,2.25,1.7,25.3,1.3,119300,F,22.8,2928,94.3,596,91.1,F,6798,55695,942,6.6,7.8,1.5,14,284140,-0.6,1343.5,25426,S,F,73.1,54262,Z,F,83.9,2990,-0.2,3.4,8217,0.3,4.1,6751,6776,27800,1,25.5,18.4,92.9,54272,51.4,6792,3957,5.06
Monaca ,http://quickfacts.census.gov/qfd/states/42/4250320.html,Beaver County,Pennsylvania,borough,F,2.25,2.7,19.7,2.1,97600,F,24.8,2549,95.4,549,88.5,F,5737,50320,504,17,6.4,1.9,20,105140,0.2,2830.3,14001,S,F,65.6,158991,0,F,89.5,2833,-0.2,1.2,27517,0.1,4.5,5746,5724,23771,0.4,16.3,22.5,94.7,45610,53,5737,8102,2.03
Kaysville ,http://quickfacts.census.gov/qfd/states/49/4940360.html,Davis County,Utah,city,F,3.61,3,39.3,0.5,271200,F,8.4,7562,95.2,1041,97.3,1.5,27300,40360,1887,6.4,10.4,1.7,7.2,0,3.6,2611.4,112070,S,S,87.4,149893,0.2,F,90,7700,5.3,4.5,6003,0.3,6.4,28400,28876,26843,0.8,45,23.7,92.5,84509,49.9,27410,D,10.45
East Rutherford ,http://quickfacts.census.gov/qfd/states/34/3419510.html,Bergen County,New Jersey,borough,S,2.22,38,18.1,4.5,392800,F,71.1,3969,73,421,93.9,S,8913,19510,1231,6.8,5.5,2.4,13.5,292196,0.9,2403.1,725090,26.5,17.3,40.7,343567,Z,S,91,4018,9.2,17.5,39477,0.2,49.1,8995,9733,35143,13.9,37.2,32.4,63,68241,51.8,8913,119329,3.71
Selma ,http://quickfacts.census.gov/qfd/states/06/0670882.html,Fresno County,California,city,F,3.62,29.1,32.1,1.2,179700,F,16.5,6393,55.4,823,59.2,S,23219,70882,1412,24.9,8.8,3.8,9.9,101395,2.4,4520.8,198934,S,S,59.2,457374,Z,2.9,85.5,6813,4.1,77.6,20249,2.1,55.2,23780,24182,15557,4.6,10.5,24.5,15.8,41817,49.9,23219,30965,5.14
Cottage Grove ,http://quickfacts.census.gov/qfd/states/27/2713456.html,Washington County,Minnesota,city,F,2.98,6.1,29,3.9,217000,F,8,11612,86.5,2564,96,F,34589,13456,2300,6,7.3,2.3,8.3,719870,1.7,1028.7,D,29.5,S,88.9,226280,0.1,S,92.2,12102,2.3,4.8,6871,0.5,9.7,35170,35399,30959,5.3,31.5,24.7,83.6,82107,50.1,34589,25858,33.62
Yorktown ,http://quickfacts.census.gov/qfd/states/18/1886084.html,Delaware County,Indiana,town,F,2.6,1.8,25.7,1.6,134500,F,8.9,3557,95.3,673,93.9,F,9405,86084,F,3.8,5.8,1,17,0,-0.1,1071.3,0,F,F,79.3,0,Z,F,87.3,3929,-0.3,1.3,NA,0.2,2.7,11287,11270,32662,1.5,36.9,19.5,94.5,62185,52.5,11303,0,8.78
Brush ,http://quickfacts.census.gov/qfd/states/08/0809555.html,Morgan County,Colorado,city,F,2.44,6.7,25.7,1.3,112700,F,22.7,2090,80.2,497,80.2,F,5463,9555,285,11.9,7.2,2.7,19.3,0,0.7,2208.2,D,22.1,F,61,35332,Z,F,74.8,2295,0.5,36.2,6701,1.5,18.7,5511,5501,17924,0.4,13.1,17.4,60.6,33407,54.8,5473,7000,2.47
Urbana ,http://quickfacts.census.gov/qfd/states/24/2479900.html,Frederick County,Maryland,CDP,F,3.22,21.7,35.4,9,428800,F,0.8,2782,66.7,386,96.1,F,9175,79900,F,1.5,10.5,4.1,4,0,X,1398.8,0,F,F,94.6,0,Z,F,92.8,2936,X,10.1,NA,0.3,29.7,X,X,43856,17.5,62.8,41.8,59.7,123897,50.6,X,0,6.56
Sevierville ,http://quickfacts.census.gov/qfd/states/47/4767120.html,Sevier County,Tennessee,city,F,2.19,9.5,22.2,1.5,170600,F,36.8,6557,88.9,1331,77.6,S,14807,67120,2756,18.3,6.9,1.7,17.8,175180,5.6,613.5,38175,29.8,S,49.5,984496,Z,S,81.8,7764,8.3,10.3,59950,0.6,12.2,15622,16011,20907,1.3,17,20.8,85.2,36919,52.2,14788,130170,24.14
Salem ,http://quickfacts.census.gov/qfd/states/17/1767236.html,Marion County,Illinois,city,F,2.31,1.2,23.7,1.1,72200,F,18.5,3088,95.9,523,86.6,F,7485,67236,925,20.5,6.9,1.3,19,309089,-1.3,1078.4,D,S,F,63.4,204124,Z,F,85.1,3431,-1.7,1.3,27466,0.2,2.7,7385,7350,21266,1.1,19.8,20.7,95.1,36559,52,7480,20590,6.94
Allouez ,http://quickfacts.census.gov/qfd/states/55/5501150.html,Brown County,Wisconsin,village,F,2.35,4,20.5,5,154300,F,14.9,5360,89.7,1253,90.9,F,13975,1150,901,7.6,5.6,1.5,16.7,0,-0.1,3031.5,6964,21,F,84.3,57546,0.1,F,89.3,5707,-0.1,2.7,3870,1,7.6,13968,13967,30086,1.8,37.7,17,88.3,64313,47.7,13975,11428,4.61
Bolingbrook ,http://quickfacts.census.gov/qfd/states/17/1707133.html,DuPage County,Illinois,village,S,3.36,22.2,30.6,20.4,224700,F,11.1,21759,54.3,3457,88.2,8.5,73366,7133,5453,8.4,8,3.4,6.3,1362402,0.8,3050.7,4024460,29.4,12.8,84.1,1046375,Z,16.6,92.3,23141,0.8,24.5,14865,0.3,34.3,73927,73936,27420,11.4,33.7,32.8,41.7,80112,50.4,73366,143538,24.05
Lake Murray of Richland ,http://quickfacts.census.gov/qfd/states/45/4539475.html,Richland County,South Carolina,CDP,F,2.56,2.3,23.5,1.3,301200,F,0,1770,96.1,461,93.4,F,5484,39475,F,3.5,4.6,0.9,18.2,0,X,982.1,0,F,F,92,0,0,F,92.8,2215,X,1.7,NA,0.2,3.6,X,X,50332,1.1,52.3,25.1,94.9,102875,52.4,X,0,5.58
